type_batiment,type_installation_chauffage,type_installation_ecs,hauteur_sous_plafond,etiquette_dpe,etiquette_ges,surface_habitable_logement,nombre_niveau_logement,code_postal_ban,qualite_isolation_enveloppe,cout_total_5_usages_energie_n1,conso_5 usages_ef,conso_5_usages_ep,type_energie_principale_chauffage
maison,individuel,individuel,2.4,C,C,201.6,3.0,5000.0,bonne,1893.8,26578.0,28022.4,Gaz naturel
appartement,individuel,individuel,2.5,D,D,55.0,1.0,30300.0,insuffisante,695.0,7803.1,8685.2,Gaz naturel
maison,individuel,individuel,2.5,D,A,55.1,2.0,11220.0,bonne,788.9,4394.4,10107.1,Électricité
appartement,individuel,individuel,2.9,E,B,32.7,1.0,33120.0,moyenne,731.0,4200.0,4200.0,Électricité
maison,individuel,individuel,2.5,G,C,86.3,2.0,17700.0,insuffisante,446.7,26381.4,42534.1,Bois – Bûches
appartement,individuel,individuel,2.6,D,B,85.6,3.0,92500.0,très bonne,1278.0,7526.4,17310.8,Électricité
appartement,individuel,individuel,2.5,C,C,121.5,1.0,69270.0,très bonne,792.0,9704.4,11138.0,Gaz naturel
appartement,individuel,individuel,2.5,F,C,25.6,1.0,59000.0,bonne,800.2,4469.0,10278.8,Électricité
appartement,individuel,individuel,2.5,A,A,44.8,12.0,57070.0,moyenne,180.5,2646.6,3105.1,Réseau de Chauffage urbain
maison,individuel,individuel,2.5,F,F,61.0,1.0,24100.0,insuffisante,1552.0,20553.2,20553.2,Gaz naturel
maison,individuel,individuel,2.6,G,C,78.0,2.0,26790.0,très bonne,2770.0,17127.2,39392.7,Électricité
maison,individuel,individuel,2.5,E,B,48.0,2.0,53400.0,moyenne,978.2,8088.4,15393.6,Électricité
maison,individuel,individuel,3.0,C,C,226.7,3.0,59700.0,insuffisante,1858.0,29171.3,34703.6,Gaz naturel
maison,individuel,individuel,2.4,C,C,177.7,3.0,78150.0,moyenne,1559.3,24614.1,30161.1,Gaz naturel
maison,individuel,individuel,2.5,C,C,140.0,2.0,68990.0,bonne,451.0,21347.1,22155.4,Bois – Bûches
appartement,collectif,individuel,2.5,E,C,31.1,2.0,21300.0,très bonne,617.0,4363.0,8595.0,Gaz naturel
maison,individuel,individuel,2.5,G,C,72.0,1.0,60840.0,insuffisante,2721.1,16668.4,38337.3,Électricité
maison,individuel,individuel,2.6,F,F,84.5,2.0,1090.0,insuffisante,2260.3,31470.0,31979.7,Gaz naturel
maison,individuel,individuel,2.5,C,C,187.2,1.0,71240.0,très bonne,932.3,15009.7,15948.7,Gaz naturel
appartement,individuel,individuel,2.5,E,B,24.4,1.0,12390.0,insuffisante,566.0,3114.6,7163.5,Électricité
maison,individuel,individuel,2.5,E,E,170.0,1.0,3110.0,insuffisante,2336.7,36139.1,37537.9,Fioul domestique
maison,individuel,individuel,2.5,C,A,77.0,1.0,6370.0,insuffisante,705.9,3847.2,8848.6,Électricité
maison,individuel,individuel,2.3,C,A,159.0,2.0,79500.0,très bonne,1126.0,25685.8,28489.8,Bois – Granulés (pellets) ou briquettes
appartement,collectif,individuel,2.2,D,B,120.8,2.0,67490.0,très bonne,972.0,20174.2,25302.9,Bois – Granulés (pellets) ou briquettes
maison,individuel,individuel,2.5,C,A,101.0,2.0,14320.0,insuffisante,968.0,5555.2,12776.9,Électricité
appartement,individuel,individuel,2.5,C,A,61.6,1.0,1630.0,très bonne,842.3,4746.3,10916.6,Électricité
appartement,individuel,individuel,2.6,F,C,46.4,1.0,75014.0,insuffisante,1349.1,7976.6,18346.2,Électricité
appartement,collectif,collectif,2.5,E,E,85.3,1.0,43100.0,bonne,1782.5,26788.2,27942.2,Gaz naturel
appartement,individuel,individuel,2.4,D,B,76.9,1.0,75002.0,insuffisante,1187.9,6952.0,15989.5,Électricité
maison,individuel,individuel,2.6,D,B,197.1,1.0,89400.0,bonne,2963.7,18185.9,41827.6,Électricité
appartement,mixte (collectif-individuel),individuel,2.5,C,A,39.8,2.0,44119.0,très bonne,519.0,2616.4,6017.7,Électricité
maison,individuel,individuel,2.5,E,B,132.7,2.0,35630.0,insuffisante,1106.0,35550.2,36853.7,Bois – Plaquettes d’industrie
appartement,individuel,individuel,2.5,D,D,42.0,5.0,12850.0,très bonne,800.0,8997.4,9362.6,Gaz naturel
maison,individuel,individuel,2.5,E,B,178.9,2.0,39120.0,insuffisante,3266.0,20076.3,46175.4,Électricité
appartement,individuel,individuel,2.5,E,B,106.0,2.0,44130.0,moyenne,2111.2,12819.6,29485.1,Électricité
appartement,individuel,individuel,2.5,C,A,56.1,1.0,31560.0,très bonne,668.8,3602.9,8286.7,Électricité
maison,individuel,individuel,2.6,D,D,75.0,2.0,24300.0,insuffisante,1056.2,13575.8,14783.5,Gaz naturel
appartement,collectif,collectif,2.5,D,B,65.0,2.0,68740.0,très bonne,1174.8,6826.2,15700.3,Électricité
appartement,individuel,individuel,2.6,C,A,192.6,2.0,34210.0,moyenne,1967.6,11907.3,27386.9,Électricité
appartement,individuel,individuel,2.5,C,A,50.0,1.0,83820.0,insuffisante,677.0,2828.1,6504.7,Électricité
appartement,individuel,individuel,2.4,G,C,18.3,1.0,13800.0,insuffisante,439.0,4555.4,10477.4,Électricité
appartement,collectif,collectif,2.5,D,D,120.4,1.0,6100.0,insuffisante,1187.8,19824.4,20808.1,Gaz naturel
appartement,individuel,individuel,2.5,B,A,103.0,1.0,83600.0,moyenne,1067.0,4290.8,9868.7,Électricité
appartement,individuel,individuel,3.0,E,E,56.0,4.0,44100.0,très bonne,1080.0,13293.6,13672.1,Gaz naturel
maison,individuel,individuel,3.3,E,E,202.3,1.0,16160.0,insuffisante,3755.8,45280.5,50737.1,Fioul domestique
appartement,individuel,individuel,2.5,B,A,58.2,1.0,33320.0,bonne,528.3,2677.4,6158.1,Électricité
appartement,collectif,collectif,2.5,D,D,28.7,6.0,6300.0,insuffisante,359.0,6087.7,6624.1,Gaz naturel
maison,individuel,individuel,2.5,C,C,164.0,2.0,28500.0,bonne,1300.0,24216.2,25623.8,Gaz naturel
maison,individuel,individuel,2.6,D,B,91.0,2.0,84110.0,moyenne,1263.4,7431.6,17092.7,Électricité
maison,individuel,individuel,2.7,F,F,217.5,2.0,13012.0,insuffisante,4729.9,55149.5,59583.7,Fioul domestique
maison,individuel,individuel,2.5,E,B,80.9,2.0,60130.0,bonne,767.0,10714.9,24644.2,Électricité
appartement,collectif,individuel,2.5,F,F,64.3,1.0,92130.0,insuffisante,1644.4,20105.1,20513.2,Fioul domestique
maison,individuel,individuel,2.5,C,A,86.5,1.0,13390.0,bonne,1062.1,6152.3,14150.3,Électricité
maison,individuel,individuel,2.5,E,C,87.8,2.0,42660.0,bonne,1783.2,17219.8,31175.9,Électricité
maison,individuel,individuel,2.5,D,D,102.2,1.0,69420.0,bonne,1334.4,17908.4,19213.1,Gaz naturel
maison,individuel,individuel,2.5,D,B,67.3,1.0,21320.0,bonne,816.0,7088.8,13027.1,Électricité
appartement,individuel,individuel,2.5,E,E,71.2,1.0,56100.0,insuffisante,1270.3,16284.0,16752.4,Gaz naturel
maison,individuel,individuel,2.2,E,B,77.0,1.0,49330.0,insuffisante,1463.9,8706.2,20024.2,Électricité
appartement,individuel,individuel,3.0,D,A,66.0,2.0,51200.0,moyenne,683.0,5325.9,12249.5,Électricité
appartement,collectif,collectif,2.5,C,C,93.3,1.0,75020.0,très bonne,523.2,9259.3,10339.2,Gaz naturel
appartement,collectif,collectif,2.5,C,C,65.4,1.0,91400.0,très bonne,544.0,8745.8,9935.1,Gaz naturel
maison,individuel,individuel,2.6,G,C,55.3,1.0,69570.0,insuffisante,1869.0,11286.1,25958.1,Électricité
appartement,individuel,individuel,2.5,E,E,64.3,4.0,65000.0,insuffisante,1292.2,16612.2,17071.5,Gaz naturel
maison,individuel,individuel,2.5,C,C,156.0,2.0,30900.0,bonne,1042.9,12891.3,13473.2,Gaz naturel
appartement,individuel,individuel,2.4,D,B,22.0,1.0,33700.0,moyenne,474.5,2313.8,5321.6,Électricité
maison,individuel,individuel,2.7,F,F,76.7,1.0,20270.0,insuffisante,3223.1,23114.0,23871.2,GPL
appartement,individuel,individuel,2.5,E,B,71.8,1.0,57190.0,bonne,1460.5,8684.5,19974.4,Électricité
appartement,individuel,individuel,2.5,C,A,18.3,1.0,13014.0,insuffisante,335.5,1325.8,3049.4,Électricité
appartement,individuel,individuel,2.5,C,A,46.2,1.0,64600.0,moyenne,719.0,3454.6,7945.6,Électricité
appartement,individuel,individuel,2.5,D,B,87.3,1.0,92170.0,insuffisante,1634.0,9341.7,21486.0,Électricité
maison,individuel,individuel,2.6,F,F,129.0,2.0,57905.0,insuffisante,2855.0,34205.3,38071.8,Fioul domestique
appartement,individuel,individuel,2.5,C,C,91.4,1.0,57390.0,moyenne,735.1,8531.8,9572.6,Gaz naturel
appartement,individuel,individuel,2.5,D,B,60.9,1.0,95500.0,très bonne,1080.1,6266.8,14413.6,Électricité
maison,individuel,individuel,2.5,C,A,83.7,1.0,56230.0,moyenne,1077.5,6250.3,14375.7,Électricité
maison,individuel,individuel,2.6,C,C,342.8,3.0,56700.0,moyenne,2091.2,43673.3,49243.4,Gaz naturel
maison,individuel,individuel,2.5,D,B,52.2,3.0,76800.0,insuffisante,965.0,5539.2,12740.1,Électricité
maison,individuel,individuel,2.5,C,A,103.3,2.0,95800.0,bonne,1180.8,6907.1,15886.3,Électricité
appartement,mixte (collectif-individuel),individuel,2.5,D,D,31.4,1.0,75015.0,insuffisante,297.0,4993.7,6578.6,Réseau de Chauffage urbain
maison,individuel,individuel,2.5,E,E,170.0,2.0,91120.0,insuffisante,3584.0,52093.8,52977.0,Gaz naturel
maison,individuel,individuel,2.5,D,D,169.0,2.0,64450.0,bonne,2036.0,30131.6,31545.7,Fioul domestique
maison,individuel,individuel,2.5,E,E,202.7,1.0,18330.0,insuffisante,3392.6,49175.6,50172.0,Gaz naturel
appartement,individuel,individuel,2.7,D,A,38.0,1.0,31000.0,insuffisante,660.2,3546.6,8157.2,Électricité
appartement,collectif,collectif,2.6,E,E,76.5,1.0,59000.0,insuffisante,1263.0,20444.9,20880.8,Gaz naturel
appartement,individuel,individuel,2.5,F,C,41.9,1.0,59200.0,bonne,657.0,6753.9,15534.0,Électricité
maison,individuel,individuel,2.5,F,F,113.5,1.0,82220.0,insuffisante,4773.2,33854.5,34487.7,GPL
maison,individuel,individuel,2.5,D,B,87.0,1.0,38260.0,très bonne,469.5,17685.1,21607.7,Bois – Bûches
appartement,individuel,individuel,2.5,D,B,62.0,2.0,31330.0,bonne,949.0,5433.7,12497.6,Électricité
appartement,collectif,collectif,2.5,E,D,58.1,1.0,13150.0,insuffisante,570.8,13252.6,18468.9,Gaz naturel
appartement,individuel,individuel,2.5,E,B,20.0,1.0,37300.0,insuffisante,535.0,2718.5,6252.5,Électricité
maison,individuel,individuel,2.7,F,F,119.0,2.0,12200.0,insuffisante,2423.5,29225.9,32757.8,Fioul domestique
appartement,collectif,collectif,2.5,D,D,84.3,1.0,83340.0,bonne,1025.5,16786.8,17175.7,Gaz naturel
appartement,individuel,individuel,2.5,D,D,45.0,1.0,38330.0,insuffisante,832.7,6929.8,7593.3,Gaz naturel
appartement,individuel,individuel,2.5,C,A,43.4,1.0,44100.0,moyenne,554.0,2647.7,6089.7,Électricité
appartement,individuel,individuel,2.5,D,B,77.0,1.0,33800.0,moyenne,1438.9,8154.7,18755.8,Électricité
appartement,individuel,individuel,2.5,C,A,46.1,1.0,33440.0,très bonne,573.4,2922.0,6720.5,Électricité
appartement,individuel,individuel,2.5,C,A,35.6,1.0,64150.0,bonne,617.0,2848.0,6550.5,Électricité
maison,individuel,individuel,2.7,D,C,132.0,3.0,33260.0,insuffisante,1657.0,20046.4,32957.7,Électricité
appartement,individuel,individuel,2.6,D,A,34.4,2.0,56300.0,bonne,619.5,3278.3,7540.1,Électricité
appartement,individuel,individuel,2.5,E,B,26.7,1.0,14000.0,très bonne,700.8,3814.1,8772.5,Électricité
maison,individuel,individuel,2.5,D,B,105.3,1.0,31600.0,bonne,1444.9,11479.8,22640.5,Électricité
appartement,individuel,individuel,2.5,E,E,62.6,1.0,35200.0,insuffisante,1153.7,14461.5,14879.9,Gaz naturel
appartement,individuel,individuel,2.8,F,C,53.2,1.0,38650.0,insuffisante,1873.4,11308.4,26009.3,Électricité
maison,individuel,individuel,2.5,C,C,65.7,2.0,47480.0,très bonne,539.6,5709.2,6823.8,Gaz naturel
maison,individuel,individuel,2.5,E,E,90.1,1.0,35340.0,insuffisante,1925.7,26356.0,26876.4,Gaz naturel
maison,individuel,individuel,2.5,D,D,150.0,1.0,24240.0,insuffisante,2032.0,29776.8,30405.7,Fioul domestique
maison,individuel,individuel,2.5,C,A,165.4,2.0,53220.0,très bonne,1018.0,9830.0,21048.6,Électricité
appartement,mixte (collectif-individuel),individuel,2.5,E,B,51.6,1.0,74600.0,insuffisante,1159.4,6615.8,15216.4,Électricité
maison,individuel,individuel,2.5,E,B,82.0,1.0,85360.0,moyenne,1601.6,9581.0,22036.2,Électricité
maison,individuel,individuel,2.5,C,A,116.0,2.0,34490.0,moyenne,1219.0,7214.1,16592.3,Électricité
appartement,mixte (collectif-individuel),individuel,2.5,B,B,42.4,1.0,30700.0,moyenne,212.0,2215.1,2621.6,Gaz naturel
maison,individuel,individuel,2.5,E,E,61.0,2.0,76140.0,très bonne,1260.0,16082.2,16501.2,Gaz naturel
appartement,individuel,individuel,2.5,C,A,119.4,1.0,20620.0,moyenne,838.0,9181.5,17571.7,Électricité
maison,individuel,individuel,2.5,E,B,58.0,1.0,17132.0,moyenne,1276.9,7517.4,17290.1,Électricité
appartement,individuel,individuel,2.5,D,B,29.8,1.0,44500.0,bonne,601.0,3154.1,7254.4,Électricité
appartement,individuel,individuel,2.5,D,B,58.7,1.0,72000.0,très bonne,990.8,5699.7,13109.3,Électricité
appartement,individuel,individuel,2.7,F,F,33.9,1.0,75016.0,insuffisante,953.5,11330.0,11662.3,Gaz naturel
maison,individuel,individuel,2.5,D,B,50.0,1.0,53200.0,très bonne,788.1,6437.9,12144.0,Électricité
appartement,collectif,individuel,2.5,C,C,28.0,8.0,42000.0,insuffisante,113.0,3338.8,5498.9,Gaz naturel
appartement,individuel,individuel,2.0,G,C,65.0,1.0,75001.0,insuffisante,2500.1,15286.0,35157.7,Électricité
appartement,individuel,individuel,2.5,D,D,77.2,1.0,30000.0,insuffisante,1024.6,12494.9,12925.8,Gaz naturel
maison,individuel,individuel,2.5,D,B,66.5,2.0,80300.0,insuffisante,1149.0,7181.0,16516.3,Électricité
appartement,collectif,collectif,2.5,G,G,76.4,1.0,92270.0,insuffisante,2281.4,37374.5,37880.6,Gaz naturel
appartement,individuel,individuel,2.5,E,B,71.0,1.0,49120.0,insuffisante,1536.7,9168.6,21087.8,Électricité
appartement,individuel,individuel,2.5,D,B,84.0,1.0,92350.0,très bonne,1146.0,7289.5,16765.9,Électricité
appartement,collectif,collectif,2.5,D,D,56.0,1.0,76100.0,insuffisante,473.0,8337.0,9283.6,Gaz naturel
maison,individuel,individuel,2.4,G,C,86.0,1.0,78125.0,insuffisante,3734.0,23002.3,52905.2,Électricité
maison,individuel,individuel,2.5,D,B,150.0,2.0,35610.0,insuffisante,1994.0,18705.8,34403.3,Électricité
maison,individuel,individuel,2.5,C,A,139.0,2.0,29800.0,insuffisante,1340.0,7920.4,18217.0,Électricité
maison,individuel,individuel,3.0,C,C,121.0,2.0,49100.0,très bonne,689.0,7764.7,8715.0,Gaz naturel
maison,individuel,individuel,2.5,E,D,62.6,1.0,84600.0,moyenne,665.6,13408.5,16484.6,Fioul domestique
appartement,individuel,individuel,2.7,D,B,43.3,1.0,31000.0,insuffisante,824.8,4630.7,10650.6,Électricité
appartement,individuel,individuel,2.5,E,C,16.0,1.0,34200.0,insuffisante,341.0,2856.7,6570.4,Électricité
appartement,individuel,individuel,2.5,G,C,67.2,1.0,75013.0,insuffisante,4045.4,24950.9,57387.2,Électricité
appartement,individuel,individuel,2.5,C,A,36.2,1.0,70290.0,insuffisante,638.0,2528.2,5814.9,Électricité
appartement,collectif,collectif,2.5,C,B,81.1,1.0,38300.0,insuffisante,982.0,12787.8,13187.1,Réseau de Chauffage urbain
maison,individuel,individuel,2.9,D,D,129.7,2.0,18000.0,insuffisante,1386.7,20458.8,24037.1,Gaz naturel
appartement,mixte (collectif-individuel),individuel,2.5,F,C,22.7,1.0,5240.0,moyenne,803.6,4316.6,9928.3,Électricité
maison,individuel,individuel,2.6,D,D,107.0,2.0,16590.0,insuffisante,1378.5,17993.4,18530.9,Gaz naturel
maison,individuel,individuel,2.4,F,C,59.5,1.0,85130.0,insuffisante,1368.5,12031.3,22561.3,Électricité
appartement,individuel,individuel,2.5,G,C,17.6,1.0,93100.0,insuffisante,793.3,4423.3,10173.6,Électricité
appartement,individuel,individuel,2.5,D,B,63.7,1.0,13400.0,insuffisante,1180.1,6902.2,15875.1,Électricité
appartement,individuel,individuel,2.5,C,C,46.0,1.0,59510.0,insuffisante,502.1,4893.8,5386.6,Gaz naturel
maison,individuel,individuel,3.0,E,B,157.6,1.0,6530.0,insuffisante,3387.6,20836.8,47924.5,Électricité
maison,individuel,individuel,2.5,E,B,105.0,2.0,91220.0,bonne,1946.2,19272.8,34575.4,Électricité
appartement,collectif,individuel,2.5,E,D,39.4,1.0,31400.0,insuffisante,497.0,9482.5,11407.6,Gaz naturel
appartement,individuel,individuel,2.4,C,A,57.9,1.0,66140.0,insuffisante,848.0,3118.4,7172.3,Électricité
maison,individuel,individuel,2.5,C,A,114.0,4.0,73800.0,très bonne,250.9,12703.5,19027.5,Bois – Bûches
appartement,individuel,individuel,2.4,C,A,73.0,2.0,1630.0,très bonne,991.0,5695.7,13100.2,Électricité
appartement,individuel,individuel,2.5,C,A,62.2,1.0,72000.0,très bonne,661.0,3999.8,3999.8,Électricité
appartement,individuel,individuel,2.5,C,C,75.0,1.0,64200.0,insuffisante,760.2,8889.9,9895.9,Gaz naturel
maison,individuel,individuel,2.5,C,C,90.0,1.0,33420.0,moyenne,904.2,11104.4,12125.0,Gaz naturel
appartement,individuel,individuel,2.5,E,B,57.3,1.0,75017.0,insuffisante,1385.4,8207.0,18876.1,Électricité
maison,individuel,individuel,2.5,D,B,120.0,2.0,29620.0,bonne,1591.2,12940.3,25310.3,Électricité
appartement,collectif,collectif,2.5,C,B,55.1,1.0,93400.0,insuffisante,411.5,5811.7,6569.5,Réseau de Chauffage urbain
maison,individuel,individuel,2.3,E,B,85.0,2.0,27500.0,insuffisante,680.0,11115.6,25565.8,Électricité
maison,individuel,individuel,2.5,G,C,19.0,1.0,17138.0,insuffisante,479.0,4844.2,11141.6,Électricité
appartement,individuel,individuel,4.0,D,B,58.9,2.0,11290.0,moyenne,1053.0,6098.2,14025.9,Électricité
maison,individuel,individuel,2.5,B,A,130.0,2.0,1500.0,très bonne,457.1,10217.0,13580.6,Bois – Granulés (pellets) ou briquettes
appartement,collectif,collectif,2.5,E,E,68.4,1.0,93450.0,insuffisante,944.7,15741.2,16385.4,Gaz naturel
maison,individuel,individuel,2.5,C,A,84.0,1.0,83330.0,bonne,873.0,6772.4,6772.4,Électricité
maison,individuel,individuel,2.5,C,C,168.0,2.0,12300.0,moyenne,1568.2,21832.6,23585.4,Gaz naturel
maison,individuel,individuel,2.6,F,F,270.0,2.0,77760.0,insuffisante,6035.6,67243.7,68833.9,Fioul domestique
appartement,individuel,individuel,2.5,D,B,100.3,1.0,88200.0,très bonne,263.4,15316.8,24530.1,Bois – Bûches
appartement,individuel,individuel,2.4,D,D,40.6,1.0,34250.0,insuffisante,639.0,6743.0,7371.7,Gaz naturel
maison,individuel,individuel,2.5,C,A,101.9,2.0,30730.0,bonne,973.8,5591.1,12859.4,Électricité
maison,individuel,individuel,2.7,D,D,63.0,2.0,59860.0,bonne,1011.1,12405.1,12987.9,Gaz naturel
appartement,individuel,individuel,2.6,F,C,79.0,2.0,57500.0,moyenne,778.0,11694.2,26896.7,Électricité
appartement,individuel,collectif,2.9,B,A,269.1,3.0,73700.0,insuffisante,1900.9,11269.2,25919.2,Électricité
maison,individuel,individuel,2.5,D,B,88.3,1.0,3290.0,bonne,1547.7,9238.7,21249.1,Électricité
appartement,individuel,individuel,2.6,D,B,38.6,1.0,92500.0,très bonne,705.0,3843.4,8839.8,Électricité
maison,individuel,individuel,2.4,E,B,28.1,1.0,85560.0,bonne,703.8,3833.8,8817.8,Électricité
maison,individuel,individuel,2.5,E,B,88.0,1.0,59380.0,moyenne,1636.0,13502.9,26243.0,Électricité
maison,individuel,individuel,2.5,E,D,95.2,1.0,54270.0,insuffisante,1384.8,28520.4,29751.1,Gaz naturel
appartement,individuel,individuel,2.5,G,C,24.7,1.0,34090.0,insuffisante,807.0,4516.8,4516.8,Électricité
maison,individuel,individuel,2.6,D,D,67.2,1.0,86300.0,bonne,824.7,11524.0,14777.5,Fioul domestique
appartement,individuel,individuel,2.5,C,C,55.5,1.0,87100.0,bonne,667.3,7098.8,7626.2,Gaz naturel
appartement,individuel,individuel,2.5,D,A,63.7,1.0,24650.0,bonne,920.7,5253.7,12083.6,Électricité
maison,individuel,individuel,2.5,E,B,108.6,1.0,16110.0,insuffisante,493.7,23710.7,34485.6,Bois – Bûches
appartement,collectif,collectif,2.5,D,C,42.6,1.0,92000.0,insuffisante,554.1,7507.5,8114.9,Réseau de Chauffage urbain
maison,individuel,individuel,2.5,D,B,118.0,1.0,33320.0,très bonne,1429.2,13320.1,24351.5,Électricité
maison,individuel,individuel,2.5,C,A,74.1,2.0,64300.0,très bonne,665.0,5475.4,12593.4,Électricité
maison,individuel,individuel,2.5,F,F,83.0,2.0,44260.0,insuffisante,2112.3,29312.4,29963.2,Gaz naturel
maison,individuel,individuel,2.5,E,B,104.0,1.0,38780.0,moyenne,442.2,19862.2,27725.1,Bois – Bûches
maison,individuel,individuel,2.6,F,C,82.4,1.0,13500.0,insuffisante,2371.0,14466.3,33272.4,Électricité
maison,individuel,individuel,2.5,E,E,73.0,1.0,17100.0,insuffisante,1358.7,19912.7,23339.8,Gaz naturel
maison,individuel,individuel,2.4,D,D,140.2,2.0,67360.0,bonne,1929.8,21582.2,22197.5,Fioul domestique
maison,individuel,individuel,2.4,D,B,70.5,1.0,35140.0,très bonne,1106.0,6905.0,15881.6,Électricité
appartement,individuel,individuel,2.5,C,A,41.8,1.0,50081.0,très bonne,613.5,3238.6,7448.8,Électricité
maison,individuel,individuel,2.5,D,D,189.5,2.0,19240.0,insuffisante,3112.2,32860.1,47295.3,GPL
appartement,individuel,individuel,2.5,D,D,115.6,1.0,2100.0,insuffisante,1833.0,26017.4,27937.7,Gaz naturel
maison,individuel,individuel,2.5,C,A,89.0,2.0,44430.0,bonne,376.0,8658.9,11755.6,Bois – Granulés (pellets) ou briquettes
maison,individuel,individuel,2.5,D,B,105.0,1.0,72700.0,très bonne,1800.3,10843.7,24940.6,Électricité
maison,individuel,individuel,2.5,D,B,185.0,1.0,17340.0,bonne,2265.1,17388.4,35325.6,Électricité
immeuble,individuel,individuel,2.5,D,B,82.68599311136624,2.0,67330.0,bonne,2164.5,17127.5,34233.7,Électricité
maison,individuel,individuel,2.5,C,C,116.0,2.0,59750.0,bonne,1133.7,16447.8,19847.9,Gaz naturel
appartement,individuel,individuel,2.5,D,A,45.8,1.0,94450.0,insuffisante,904.9,3672.3,8446.3,Électricité
maison,individuel,individuel,2.5,D,B,94.9,2.0,78910.0,moyenne,1360.5,8048.7,18512.0,Électricité
appartement,collectif,collectif,2.5,D,D,19.5,1.0,62160.0,bonne,263.2,4416.3,4761.3,Gaz naturel
appartement,collectif,individuel,2.5,E,E,70.6,1.0,69150.0,moyenne,1166.2,16482.7,16877.3,Gaz naturel
appartement,individuel,individuel,2.6,D,D,120.1,2.0,24000.0,moyenne,1717.4,23457.8,24354.9,Gaz naturel
appartement,individuel,individuel,2.7,D,D,93.3,1.0,92340.0,insuffisante,1435.0,19373.3,20586.4,Gaz naturel
maison,individuel,individuel,2.5,D,B,37.0,1.0,47400.0,insuffisante,727.4,3989.1,9175.0,Électricité
appartement,mixte (collectif-individuel),collectif,2.4,C,C,46.3,1.0,75006.0,insuffisante,314.7,5782.0,6746.2,Gaz naturel
maison,individuel,individuel,2.5,C,C,79.5,2.0,69780.0,bonne,863.5,10152.6,10744.8,Gaz naturel
maison,individuel,individuel,2.5,C,C,136.0,1.0,9120.0,bonne,1150.0,15166.5,16584.9,Gaz naturel
appartement,individuel,individuel,2.4,E,B,34.0,2.0,49600.0,bonne,785.4,4371.0,10053.4,Électricité
maison,individuel,individuel,3.7,C,A,38.7,1.0,83670.0,bonne,572.0,2938.5,6758.6,Électricité
maison,individuel,individuel,2.5,C,A,108.0,1.0,41000.0,très bonne,1368.6,8100.3,18630.6,Électricité
maison,individuel,individuel,2.5,D,A,61.0,1.0,81310.0,bonne,875.2,4963.4,11415.9,Électricité
appartement,individuel,individuel,2.5,C,A,73.1,1.0,13013.0,insuffisante,691.1,3749.8,8624.5,Électricité
appartement,collectif,collectif,2.5,D,D,53.3,16.0,6400.0,insuffisante,531.0,9418.3,10464.0,Gaz naturel
appartement,collectif,collectif,2.5,F,F,16.4,1.0,78600.0,insuffisante,392.8,6570.5,6843.3,Gaz naturel
maison,individuel,individuel,2.5,E,B,92.6,1.0,69330.0,moyenne,1771.6,10661.8,24522.1,Électricité
appartement,collectif,collectif,2.5,D,D,69.6,6.0,77000.0,insuffisante,847.3,14528.1,15666.0,Gaz naturel
maison,individuel,individuel,2.5,E,E,131.0,1.0,11100.0,insuffisante,2069.0,35778.9,40520.7,Fioul domestique
appartement,individuel,individuel,2.5,C,A,70.8,6.0,31300.0,insuffisante,915.1,5218.6,12002.7,Électricité
appartement,individuel,individuel,2.7,C,A,55.5,1.0,13410.0,insuffisante,754.0,4183.5,9621.9,Électricité
maison,individuel,individuel,2.5,E,B,80.0,1.0,83210.0,insuffisante,1722.8,10351.7,23809.0,Électricité
appartement,individuel,individuel,2.5,C,A,73.0,1.0,56300.0,insuffisante,1038.6,5593.8,12865.8,Électricité
maison,individuel,individuel,2.5,D,B,57.9,1.0,42300.0,insuffisante,745.7,7828.1,13171.1,Bois – Granulés (pellets) ou briquettes
maison,individuel,individuel,2.5,D,D,81.5,2.0,84200.0,moyenne,1029.0,13124.8,14279.4,Gaz naturel
appartement,individuel,individuel,2.2,C,A,60.1,1.0,1420.0,bonne,590.4,3086.5,7099.0,Électricité
appartement,individuel,individuel,2.5,B,A,148.0,2.0,66750.0,bonne,1236.0,5978.4,13750.2,Électricité
maison,individuel,individuel,2.5,F,F,301.0,2.0,17270.0,insuffisante,7060.0,92670.3,95287.0,Fioul domestique
appartement,mixte (collectif-individuel),collectif,3.1,G,G,15.0,1.0,89600.0,insuffisante,747.0,8369.0,8629.9,Fioul domestique
maison,individuel,individuel,2.5,G,F,75.0,1.0,3140.0,insuffisante,1936.3,28714.6,32090.5,Gaz naturel
appartement,collectif,collectif,2.5,E,E,148.1,1.0,74120.0,insuffisante,2057.7,24266.4,26552.8,Fioul domestique
maison,individuel,individuel,2.5,D,A,93.3,2.0,33600.0,bonne,1319.7,7789.9,17916.8,Électricité
maison,individuel,individuel,2.5,D,D,78.2,2.0,12350.0,moyenne,900.1,16608.5,17048.1,Gaz naturel
appartement,individuel,individuel,2.5,C,A,19.0,1.0,13013.0,insuffisante,356.0,1467.6,3375.5,Électricité
appartement,individuel,individuel,2.5,C,A,76.6,2.0,6000.0,moyenne,992.7,5711.6,13136.7,Électricité
appartement,individuel,individuel,2.4,C,A,37.4,1.0,30300.0,bonne,482.6,2371.7,5455.0,Électricité
appartement,collectif,individuel,2.5,C,C,71.9,7.0,11230.0,moyenne,260.0,6538.8,7664.0,Réseau de Chauffage urbain
